sales,profit_per_order,sales_per_customer,order_item_product_price,order_item_total_amount,order_item_profit_ratio,order_item_quantity,order_profit_per_order
399.98,132.61282,383.98,399.98,379.98,0.34,1.0,136.93962
299.98,28.625498,256.8823,299.98,251.98,0.11,1.0,32.433746
150.0,-12.2720375,163.76794,39.99,150.0,0.01,4.0,0.0
499.95,114.06359,459.82797,99.99,450.49417,0.26,5.0,111.329346
119.98,34.089867,98.990944,59.99,97.99065,0.35,2.0,32.7537
299.98,80.565834,296.98,299.98,299.41696,0.26,1.0,80.71519
129.99,40.981102,132.24605,129.99,129.99,0.3,1.0,44.638428
299.98,102.039215,263.98,299.98,263.98,0.36,1.0,102.854
179.97,-42.96518,175.99,59.99,179.99,-0.24,3.0,-37.76787
399.98,179.49864,387.90933,99.99,387.98,0.46,4.0,179.558
59.99,-11.922232,49.13817,59.99,49.19,-0.13,1.0,-1.4043186
399.98,167.75934,383.36404,399.98,383.7943,0.46,1.0,162.49419
299.97,-227.7799,263.98,99.99,263.98,-0.74623024,3.0,-188.92717
299.98,113.49374,285.42554,299.98,278.98,0.44,1.0,117.66877
50.0,15.171094,47.772278,50.0,47.98,0.33,1.0,12.726532
129.99,-132.3572,127.39662,129.99,127.39,-1.5,1.0,-130.81227
199.92,51.858475,193.99,49.98,191.99,0.26,4.0,52.280487
299.98,141.58284,290.98,299.98,287.95273,0.48,1.0,138.727
399.98,170.79436,377.98,399.98,377.98,0.47,1.0,166.10997
129.99,-43.000267,114.323074,129.99,116.37231,-0.2540345,1.0,-53.327736
199.98,59.46696,161.93517,99.99,163.8759,0.34,2.0,58.47147
49.98,-10.906763,41.9977,49.98,40.0,-0.25,1.0,-9.263632
200.0,-33.31666,179.97,50.0,188.99,-0.2,4.0,-34.417885
129.99,8.696149,108.48463,129.99,106.59,0.08,1.0,5.3530498
129.99,35.169975,112.596596,129.99,113.9935,0.32,1.0,35.434174
249.9,59.153812,187.43,49.98,188.99,0.33,5.0,60.503567
129.99,14.707137,99.38588,129.99,99.99014,0.12,1.0,13.040958
159.96,13.834704,145.49913,50.0,142.44,0.1,3.0,14.194262
59.99,25.500555,51.02435,59.99,54.038166,0.49,1.0,25.972378
199.99,61.141415,191.9654,199.99,189.4616,0.3,1.0,65.778336
119.97,49.582634,97.998955,39.99,99.98025,0.49,3.0,48.063034
125.01095,20.373434,109.19,129.99,110.71325,0.24,1.0,22.139091
39.99,-10.545298,37.80072,39.99,37.961395,-0.23,1.0,-7.86994
399.98,-380.67172,394.18506,399.98,391.97253,-0.77,1.0,-336.00525
299.98,93.6551,299.95,299.98,299.99,0.32,1.0,96.16941
129.99,50.576256,127.39,129.99,129.99,0.38,1.0,54.435154
129.99,5.951174,120.89,129.99,121.173,0.09223295,1.0,2.9384599
250.0,40.35646,249.08679,49.98,245.16313,0.13,5.0,39.030647
129.99,34.568203,122.84,129.99,124.79,0.29,1.0,30.766602
49.98,16.57182,43.415718,49.98,43.987137,0.39,1.0,16.3864
499.95,176.22086,407.0673,99.99,399.98,0.39930072,5.0,174.62053
199.99,97.59416,200.19733,39.99,199.92,0.47,5.0,95.61748
199.99,-551.4105,185.99,199.99,189.99626,-2.6681626,1.0,-512.5515
199.99,-67.83208,165.99,199.99,159.99,-0.49342972,1.0,-69.08144
213.40309,39.341335,197.71803,49.98,199.98366,0.15,5.0,41.488117
199.99,67.835106,199.99323,199.99,204.96327,0.34,1.0,64.13506
129.99,-74.26578,102.02317,129.99,106.59,-0.77,1.0,-78.47177
249.9,34.280975,207.05281,49.98,200.18887,0.18,5.0,34.28842
239.954,-186.65858,207.6119,294.53708,224.99,-1.3072625,1.0,-141.35464
129.99,7.764044,107.89,129.99,103.99,0.1,1.0,4.8003445
59.99,16.480955,52.79,59.99,54.59,0.29,1.0,17.991373
399.98,181.73477,379.98,399.98,377.98,0.49,1.0,184.33589
59.99,-12.853794,58.79,59.99,58.79,-0.2333116,1.0,-3.2678988
299.95,65.80725,260.98,59.99,272.98,0.26,5.0,66.27771
129.99,43.693047,122.57958,129.99,122.8687,0.35,1.0,42.852272
149.94,-23.588112,139.3986,50.0,126.09,-0.24,3.0,-18.72258
99.99,43.22924,94.498405,59.99,94.49682,0.48,1.0,46.389137
399.96,100.74461,383.98,99.99,379.98,0.28,4.0,101.64387
59.99,4.19445,67.22644,59.99,63.73818,0.09,1.0,7.7928696
129.99,54.630184,126.09,129.99,124.6324,0.45,1.0,58.836018
299.96503,71.53207,293.9619,99.99,293.96506,0.26,3.0,72.29016
239.96,88.366234,175.98088,59.99,181.99,0.48,4.0,91.11011
532.58,175.28046,483.90732,532.58,486.18332,0.35,1.0,177.96458
399.96,-40.282364,379.98,99.99,379.98,-0.13,4.0,-26.458149
215.82,81.549644,211.16,59.99,212.5,0.36,4.0,84.4964
129.99,33.07108,123.49,129.99,122.84,0.27,1.0,33.057327
239.96,89.059265,231.98853,59.99,219.99419,0.38,4.0,91.967384
39.99,10.731204,33.43661,39.99,32.17395,0.33,1.0,13.232782
129.99,45.659924,118.494286,129.99,118.07501,0.36,1.0,41.417442
129.99,41.70515,127.39,129.99,127.39,0.33,1.0,39.877357
200.0,48.432453,153.09586,50.0,152.9087,0.33,4.0,46.93224
199.99,-16.076612,162.11823,50.0,170.07,-0.06513019,4.0,-13.133838
399.96,-657.20514,283.48,399.98,272.98,-2.5305696,1.0,-653.17
119.97,-18.877333,100.077576,39.786793,110.224815,-0.23,3.0,-15.114196
399.98,134.00194,335.3536,399.98,339.98,0.36,1.0,134.31548
239.96,45.464336,224.96533,59.99,212.5,0.19,4.0,44.678463
100.0,5.9661984,94.465225,50.0,95.99926,0.08,2.0,7.3049283
200.0,42.052048,178.02165,50.0,169.99,0.26,4.0,46.036484
164.38,25.192406,160.15625,39.99,163.99,0.14,4.0,25.126665
199.95,11.321019,166.93585,49.98,167.37,0.09,4.0,15.19192
299.95,43.378574,220.0,59.99,215.94945,0.17,5.0,46.77088
399.98,163.88156,331.67084,399.98,334.95312,0.49,1.0,172.27866
399.98,88.19466,335.98,399.98,333.30276,0.29,1.0,89.9996
59.99,15.59286,51.54471,59.99,52.742985,0.29,1.0,14.99295
99.96,41.32959,96.97728,49.98,96.07937,0.45,2.0,41.120483
399.98,185.37733,396.2936,399.98,399.9772,0.47,1.0,189.17659
399.98,91.38562,331.98,399.98,327.98,0.28,1.0,92.667946
99.96,29.704418,86.99514,49.98,82.98039,0.35,2.0,38.05219
199.99,23.089867,158.43782,199.99,159.99,0.13,1.0,27.97929
199.99,58.11327,163.99062,199.99,167.99,0.35,1.0,58.06762
239.96,44.548588,199.9891,59.99,206.91537,0.25,4.0,43.418095
99.96,39.15903,79.971115,99.99,82.97,0.48,1.0,41.506763
200.0,38.67412,173.55411,50.0,174.79446,0.26,4.0,40.085472
299.95,135.97308,272.98,59.99,283.48,0.49,5.0,135.7003
79.957306,21.684507,59.99,59.99,59.99,0.28,1.0,26.067505
150.0,25.041317,148.24474,50.0,149.58597,0.21,3.0,25.609325
129.99,43.22791,123.3133,129.99,123.0,0.34,1.0,41.93652
99.99,37.089188,84.99274,99.99,90.99122,0.41,1.0,36.987232
239.96,-124.90157,237.47212,215.82,227.96,-0.6420358,1.0,-96.16417
200.0,33.53687,188.9956,59.99,188.99,0.16,4.0,32.699875
199.98,61.30568,158.80057,99.99,152.34346,0.3731254,2.0,60.06378
129.99,-291.9813,123.49,129.99,120.11634,-1.75,1.0,-261.45468
39.99,2.5046656,36.399315,14.99,37.17303,0.05,3.0,7.4796596
39.99,16.38661,36.80918,39.99,33.557236,0.48,1.0,16.362907
59.99,8.774307,50.39,59.99,53.989445,0.13,1.0,7.2515173
299.98,108.09747,260.98,299.98,264.2595,0.39,1.0,115.66844
119.98,0.0,95.981804,39.99,98.97452,-0.01,3.0,3.7450285
129.99,43.04959,120.89,129.99,122.87624,0.35,1.0,43.8788
399.98,170.576,347.98,399.98,341.03375,0.48,1.0,158.23544
129.99,17.790857,110.49,39.99,114.39,0.17,4.0,19.161728
100.0,41.467415,94.610435,50.0,90.299515,0.49,2.0,47.226883
199.99,22.51617,179.99,199.99,181.37242,0.11,1.0,24.302973
129.99,10.915725,126.09,129.99,124.79,0.06,1.0,10.465204
50.0,19.80996,44.997738,50.0,43.568275,0.48,1.0,22.382792
299.98,89.027824,268.60358,299.98,251.98,0.34,1.0,89.2831
99.99,46.50413,96.99912,99.99,95.98,0.48,1.0,48.8093
129.99,23.73643,105.92138,129.99,106.59,0.25,1.0,23.492722
250.0,73.67,232.59642,50.0,227.68205,0.31,5.0,74.42393
50.0,-9.037939,44.867897,50.0,43.88729,-0.24,1.0,-4.9718823
299.98,52.580997,269.97223,299.98,283.47635,0.21,1.0,62.63518
119.98,33.257614,124.07188,59.99,124.57668,0.27,1.0,36.320827
200.0,-210.258,195.99,50.0,197.98347,-1.5490662,4.0,-176.79192
199.99,72.08311,173.70207,199.99,171.62784,0.4345365,1.0,76.42317
399.98,113.8829,371.98,399.98,379.19254,0.2943059,1.0,116.085724
149.94,39.320168,130.02176,49.98,130.68604,0.27,3.0,39.546486
149.94,52.04033,134.99399,49.98,132.0,0.35,3.0,52.225204
399.98,158.45862,316.72684,399.98,319.98,0.48,1.0,159.43407
99.96,40.349937,77.40779,49.98,81.8902,0.48,2.0,39.604935
39.99,-34.273773,32.184364,39.99,32.082214,-0.77,1.0,-38.81963
49.98,-6.4485636,38.365845,49.98,40.776627,-0.23,1.0,-5.718656
129.99,26.270947,118.50626,129.99,118.29,0.26,1.0,33.77436
239.96,-164.98027,199.99,59.99,199.9966,-0.7,4.0,-140.40279
50.0,18.962994,49.803032,50.0,49.19,0.36,1.0,21.381979
119.98,49.70224,98.661514,39.99,97.47995,0.48,3.0,43.61155
241.8761,80.88774,232.76,49.98,218.36,0.38,5.0,86.4539
399.98,149.1721,347.98,399.98,335.98,0.45,1.0,156.44939
179.97,35.562603,169.3609,59.99,169.99437,0.25,3.0,31.527903
200.0,88.19733,199.99,50.0,214.73404,0.44,4.0,86.483086
199.99,20.4103,197.98882,199.99,197.94405,0.13,1.0,20.891384
399.98,39.610973,391.98,399.98,391.98,0.11,1.0,33.68581
199.99,20.539906,197.99492,199.99,195.99,0.1,1.0,17.99882
299.97,24.515556,266.4115,99.99,260.81296,0.09,3.0,24.892672
299.98,-89.669075,254.98,299.98,251.96397,-0.270077,1.0,-93.51852
499.95,152.15376,451.52792,99.99,451.39832,0.33,5.0,154.41312
199.99,1.4453299,174.57,199.99,175.93517,-0.01,1.0,-1.2919867
119.98,-77.8534,99.139755,59.99,97.99379,-0.77,2.0,-74.22496
399.98,36.8496,351.98,399.98,351.96344,0.09,1.0,34.454166
59.99,23.160973,59.54037,59.99,56.06505,0.39,1.0,20.62878
135.51178,-212.00656,134.99469,39.99,129.99,-1.65,4.0,-222.73502
499.95,-220.07494,411.20306,99.99,399.98,-0.32465485,5.0,-276.46652
100.0,19.19351,95.313354,50.0,93.045555,0.22452983,2.0,17.998718
129.99,66.15019,123.49,129.99,124.587875,0.5,1.0,61.365177
49.98,18.150654,47.701252,49.98,47.99075,0.36,1.0,18.567822
129.99,4.653948,109.1853,129.99,107.89,0.11,1.0,2.7154653
299.95,-29.743217,263.6587,99.99,251.96048,-0.15,3.0,-18.878744
99.96,33.70197,94.9329,49.98,93.01797,0.35,2.0,31.66882
299.98,-249.4759,272.98,299.98,272.95053,-1.5,1.0,-281.81076
199.98,49.18189,167.99,99.99,173.99,0.28,2.0,47.076412
179.97,69.77849,163.96602,59.99,165.93968,0.47,3.0,75.637665
399.98,144.84917,385.0613,399.98,387.98,0.35,1.0,151.30165
179.97,37.636868,134.99011,59.99,141.21442,0.27,3.0,35.168198
150.0,39.04083,122.84,50.0,119.97419,0.31,3.0,36.239403
49.98,6.488135,49.486156,49.98,47.23,0.11,1.0,3.290942
399.96,37.058804,339.88608,99.99,335.98,0.11,4.0,39.538315
150.0,33.279934,128.69,50.0,127.39,0.26,3.0,30.062626
129.99,34.106934,118.29,129.99,117.58,0.29,1.0,34.75051
79.96491,14.94535,77.18408,19.99,72.958305,0.21,4.0,16.047052
59.99,2.8467886,56.27439,59.99,54.59,0.09,1.0,0.0
199.99,14.868451,193.98228,199.99,189.99,0.09,1.0,14.713515
299.95,137.46002,284.98,59.99,272.98,0.48,5.0,136.68163
299.98,94.47943,269.97287,299.98,269.98,0.35,1.0,99.884766
109.96345,4.8052173,85.9126,49.98,94.98831,0.052279938,2.0,9.445925
99.96,2.7200863,96.99119,31.99,91.18647,0.07379141,3.0,7.8542075
150.0,-172.768,128.69,50.0,127.39,-1.6077931,3.0,-170.35115
199.99,46.87315,183.84288,199.99,191.92123,0.26,1.0,48.48159
150.0,12.717661,147.70268,50.0,134.98746,0.08,3.0,14.243683
50.0,25.366608,49.19,50.0,48.9863,0.5,1.0,25.902649
299.98,72.8809,239.98,299.98,239.98297,0.29,1.0,73.17095
150.0,15.164658,122.84,39.99,127.53222,0.11069087,4.0,12.053744
399.98,97.46912,377.98,399.98,367.04755,0.27,1.0,101.61224
100.0,-19.320192,87.362434,50.0,83.814545,-0.14,2.0,-19.57334
249.9,87.481705,232.76,49.98,230.36,0.36,5.0,89.10935
119.98,27.731188,116.379684,39.99,113.374985,0.25,3.0,26.22414
399.98,-54.433823,387.96027,399.98,383.98,-0.22007182,1.0,-55.18704
129.99,-19.294592,113.09,129.99,113.09,-0.13,1.0,-11.222058
199.99,45.483383,179.96362,50.0,179.99422,0.27,4.0,45.094025
150.0,14.240744,163.99,50.0,159.99,0.09,3.0,14.939858
199.99,12.1860075,191.94414,199.99,188.99,0.11,1.0,11.281453
399.98,179.43358,395.98,399.98,395.98,0.45,1.0,181.59106
200.0,104.54471,197.38846,44.99,197.99,0.48,5.0,114.468735
299.98,115.615166,247.40938,299.98,251.98,0.46,1.0,117.58166
149.94,40.35766,143.9891,49.98,139.8052,0.28,3.0,40.491158
129.99,-28.181793,106.59,39.99,108.702095,-0.22624716,4.0,-28.438646
299.95,59.309944,248.98,59.99,245.08745,0.26,5.0,60.509285
129.99,-67.833824,108.7913,129.99,106.59,-0.67,1.0,-69.71132
129.99,43.684593,107.89,129.99,108.429955,0.4036963,1.0,49.997093
399.98,190.56947,391.98,99.99,393.22104,0.48,4.0,187.01648
299.98,33.72532,299.98267,299.98,299.98,0.11,1.0,37.768776
79.98,32.196842,58.19,39.99,59.39,0.48,2.0,31.928207
129.99,5.0908656,129.99,129.99,130.67653,0.01,1.0,3.5094564
129.99,-303.42758,104.368164,129.99,103.99,-2.69489,1.0,-294.37723
129.99,19.834085,109.19,49.98,109.19,0.16,3.0,21.378555
129.99,25.970013,104.377396,129.99,108.22654,0.26,1.0,27.859793
59.99,32.00249,63.75818,59.99,58.420494,0.48,1.0,29.924524
249.9,11.550038,217.41,49.98,203.56526,0.06,5.0,13.343213
199.92,-201.20206,175.99,49.98,170.75519,-1.2229221,4.0,-191.40392
199.99,65.258224,165.99,50.0,169.9696,0.44,4.0,66.58556
299.98,79.25003,248.98,299.98,247.86096,0.33,1.0,76.84104
399.98,186.02509,387.97894,399.98,391.97955,0.48,1.0,186.85254
199.99,83.66783,181.99,59.99,185.98506,0.46,4.0,81.20053
249.9,113.45726,211.59894,49.98,224.94165,0.48,5.0,112.776535
199.92,81.79533,189.99,49.98,189.99,0.45,4.0,77.03557
250.0,14.2502,239.98,50.0,236.25,-0.04,5.0,13.393696
129.99,29.980011,128.69,129.99,126.067604,0.26,1.0,32.118385
499.95,-136.06407,452.8684,99.99,454.32382,-0.38388622,5.0,-118.65562
