customer_id,customer_city,customer_country,customer_state,customer_zipcode,customer_segment
908.9587,Caguas,Puerto Rico,PR,725.0,Consumer
1212.3273,Caguas,Puerto Rico,PR,725.0,Home Office
8014.884,Caguas,Puerto Rico,PR,725.0,Consumer
6600.8613,Hempstead,EE. UU.,CA,92024.3,Consumer
7084.157,Caguas,Puerto Rico,PR,725.0,Corporate
5048.164,South San Francisco,EE. UU.,IL,60621.35,Consumer
6442.1978,Caguas,Puerto Rico,PR,725.0,Consumer
1281.7817,Caguas,Puerto Rico,PR,725.0,Home Office
7064.0947,Lawrenceville,EE. UU.,NY,10030.205,Home Office
1967.6588,Virginia Beach,EE. UU.,NM,77996.9,Consumer
6862.6313,Santa Ana,EE. UU.,CA,92688.71,Home Office
3365.9497,York,EE. UU.,CO,30320.816,Home Office
5611.479,Tucson,EE. UU.,NV,62210.09,Consumer
9324.694,Union City,EE. UU.,WA,98304.37,Consumer
23.423738,Caguas,Puerto Rico,PR,725.0,Home Office
7828.909,Caguas,Puerto Rico,PR,725.0,Home Office
9276.523,Caguas,Puerto Rico,PR,725.0,Consumer
6238.5986,Caguas,Puerto Rico,PR,725.0,Corporate
1095.2764,Caguas,Puerto Rico,PR,725.0,Consumer
1830.4528,Federal Way,EE. UU.,TX,78581.68,Corporate
7214.6777,Caguas,Puerto Rico,PR,725.0,Consumer
11902.945,Porterville,EE. UU.,CA,92426.914,Consumer
725.07745,Los Angeles,EE. UU.,CA,90006.35,Corporate
12188.557,Dearborn,EE. UU.,IL,60125.86,Corporate
4772.1387,Doylestown,EE. UU.,IL,60429.79,Consumer
7913.4966,Jacksonville,EE. UU.,NC,30906.686,Corporate
2238.9004,Salt Lake City,EE. UU.,GA,43228.08,Consumer
171.95618,Flushing,EE. UU.,MD,22301.799,Consumer
2602.1907,Brandon,EE. UU.,NJ,33603.39,Corporate
2379.4358,Revere,EE. UU.,IL,60043.004,Consumer
7176.492,Caguas,Puerto Rico,PR,725.0,Consumer
3142.7656,Revere,EE. UU.,SC,21176.295,Consumer
1385.1934,Caguas,Puerto Rico,PR,725.0,Consumer
5152.1704,Caguas,Puerto Rico,PR,725.0,Consumer
3998.587,Caguas,Puerto Rico,PR,725.0,Consumer
7549.195,Quincy,EE. UU.,TX,76754.66,Consumer
200.22781,Caguas,Puerto Rico,PR,725.0,Consumer
3159.7822,Revere,EE. UU.,CA,95609.07,Consumer
3774.5322,Caguas,Puerto Rico,PR,725.0,Home Office
4756.5234,San Jose,EE. UU.,FL,33071.516,Corporate
6501.2383,Honolulu,EE. UU.,CA,95018.48,Home Office
7469.3926,Caguas,Puerto Rico,PR,725.0,Corporate
11997.685,Bayamon,EE. UU.,TX,77089.8,Consumer
6658.4375,Granada Hills,EE. UU.,NJ,2825.4565,Home Office
3419.8533,Carol Stream,EE. UU.,NC,29723.096,Home Office
2886.6594,Richardson,EE. UU.,TN,43079.785,Consumer
12253.213,El Monte,EE. UU.,CA,91591.4,Consumer
19011.594,Marion,EE. UU.,CA,95275.445,Corporate
11264.865,Caguas,Puerto Rico,PR,725.0,Corporate
1710.6584,Caguas,Puerto Rico,PR,725.0,Home Office
7792.756,Caguas,Puerto Rico,PR,725.0,Consumer
309.4883,Caguas,Puerto Rico,PR,725.0,Home Office
8314.45,Bellingham,EE. UU.,CA,92345.98,Consumer
8407.961,Lancaster,EE. UU.,TN,31052.213,Corporate
1870.9423,Chapel Hill,EE. UU.,AZ,85020.64,Consumer
1787.5925,Caguas,Puerto Rico,PR,725.0,Corporate
9868.792,Porterville,EE. UU.,MD,27747.719,Consumer
11519.086,Lynn,EE. UU.,CA,93116.98,Consumer
7791.3164,Caguas,Puerto Rico,PR,725.0,Consumer
10140.614,Houston,EE. UU.,KY,24704.799,Corporate
7827.4517,Germantown,EE. UU.,CA,92025.695,Consumer
9202.967,Winnetka,EE. UU.,CA,90732.086,Consumer
2260.2766,Caguas,Puerto Rico,PR,725.0,Consumer
9125.916,Hanford,Puerto Rico,PR,6457.6045,Consumer
9604.022,Endicott,EE. UU.,TN,33065.508,Consumer
4405.699,Madera,EE. UU.,TX,78565.74,Corporate
12057.748,Tonawanda,EE. UU.,CA,92022.95,Consumer
11814.898,Caguas,Puerto Rico,PR,725.0,Corporate
4750.0044,Oviedo,EE. UU.,MI,60120.242,Consumer
20267.91,Caguas,Puerto Rico,PR,725.0,Consumer
7778.94,Bridgeton,EE. UU.,CA,92689.26,Consumer
5613.968,Caguas,Puerto Rico,PR,725.0,Corporate
325.69644,Caguas,Puerto Rico,PR,725.0,Consumer
7667.3306,Caguas,Puerto Rico,PR,725.0,Corporate
4957.2197,Wilmington,EE. UU.,CT,12427.188,Consumer
7411.748,Caguas,Puerto Rico,PR,725.0,Consumer
4002.3208,Elyria,Puerto Rico,PR,780.38885,Home Office
1185.7961,Caguas,Puerto Rico,PR,725.0,Consumer
2625.014,New Bedford,EE. UU.,IN,2132.2795,Home Office
20127.809,Caguas,Puerto Rico,PR,725.0,Consumer
4688.7046,Ewa Beach,EE. UU.,WI,48163.44,Corporate
2882.001,Caguas,Puerto Rico,PR,725.0,Consumer
2880.2385,Rego Park,EE. UU.,OH,45964.707,Corporate
11225.366,Caguas,Puerto Rico,PR,725.0,Consumer
11788.043,Caguas,Puerto Rico,PR,725.0,Corporate
11336.585,Sugar Land,EE. UU.,CA,92024.11,Corporate
10429.483,West New York,EE. UU.,MO,21228.205,Consumer
8687.846,Fullerton,EE. UU.,NY,11217.345,Corporate
7959.143,Modesto,EE. UU.,IL,60620.926,Consumer
5284.9585,San Diego,EE. UU.,NY,10024.113,Consumer
34.569386,Caguas,Puerto Rico,PR,725.0,Consumer
3217.87,Caguas,Puerto Rico,PR,725.0,Consumer
10591.433,Brooklyn,EE. UU.,OH,37553.285,Consumer
2762.672,Caguas,Puerto Rico,PR,725.0,Consumer
1177.4716,Vallejo,EE. UU.,CA,95652.83,Consumer
7170.5874,Modesto,EE. UU.,CA,95226.94,Consumer
2154.242,Lancaster,EE. UU.,WV,30111.87,Corporate
912.21136,Orlando,EE. UU.,CA,91765.62,Corporate
1779.2354,Caguas,Puerto Rico,PR,725.0,Home Office
1269.3536,Hamtramck,EE. UU.,CA,92802.27,Consumer
369.55176,Caguas,Puerto Rico,PR,725.0,Corporate
10961.764,El Monte,EE. UU.,MN,97570.8,Corporate
11457.588,Caguas,Puerto Rico,PR,725.0,Corporate
4559.37,Rosemead,EE. UU.,IL,30281.197,Corporate
8307.362,South Richmond Hill,EE. UU.,NV,78044.914,Consumer
5491.9224,Moreno Valley,EE. UU.,NY,10472.615,Corporate
1739.4921,Caguas,Puerto Rico,PR,725.0,Consumer
11954.128,North Richland Hills,EE. UU.,MD,29724.973,Corporate
13774.908,Caguas,Puerto Rico,PR,725.0,Consumer
5798.8467,Bronx,EE. UU.,NY,11226.0,Corporate
18287.4,Caguas,Puerto Rico,PR,725.0,Corporate
4668.3647,Raleigh,EE. UU.,CA,91364.74,Consumer
11190.35,Napa,EE. UU.,OR,97226.51,Consumer
9311.96,Caguas,Puerto Rico,PR,725.0,Consumer
843.3927,East Lansing,EE. UU.,CA,93003.0,Consumer
12183.035,Caguas,Puerto Rico,PR,725.0,Consumer
8205.1875,Caguas,Puerto Rico,PR,725.0,Consumer
5110.2153,Lake Forest,EE. UU.,CA,95117.37,Consumer
11190.149,Chicago,EE. UU.,IL,52707.973,Corporate
4154.9863,Caguas,Puerto Rico,PR,725.0,Corporate
2295.4062,Bountiful,EE. UU.,CA,91949.54,Consumer
10738.922,Caguas,Puerto Rico,PR,725.0,Consumer
317.74493,Far Rockaway,EE. UU.,CA,94543.5,Consumer
4513.103,Strongsville,EE. UU.,CA,92796.5,Home Office
7515.831,Bronx,EE. UU.,NY,11220.148,Home Office
8889.665,Caguas,Puerto Rico,PR,725.0,Consumer
340.4526,Fort Lauderdale,EE. UU.,VA,75225.9,Corporate
10521.203,Caguas,Puerto Rico,PR,725.0,Consumer
11482.707,Caguas,Puerto Rico,PR,725.0,Consumer
4379.2637,Dallas,EE. UU.,TX,78738.36,Consumer
8073.08,Caguas,Puerto Rico,PR,725.0,Consumer
899.88336,Bronx,EE. UU.,NY,10455.751,Consumer
6847.393,Los Angeles,EE. UU.,SC,33624.0,Consumer
801.0166,Mission,EE. UU.,MA,974.3783,Consumer
1486.9446,San Juan,EE. UU.,CA,92802.28,Consumer
4958.457,Caguas,Puerto Rico,PR,725.0,Home Office
10611.665,Richardson,Puerto Rico,PR,725.0,Consumer
15781.434,Brooklyn,EE. UU.,NY,11265.572,Home Office
5600.745,Hacienda Heights,EE. UU.,CA,95015.69,Consumer
10486.841,Los Angeles,EE. UU.,CA,90046.875,Corporate
4964.0303,Caguas,Puerto Rico,PR,725.0,Corporate
3802.93,Bronx,EE. UU.,NY,10458.589,Corporate
172.95279,Huntington Station,EE. UU.,NY,11211.354,Consumer
12002.713,Caguas,Puerto Rico,PR,725.0,Consumer
12425.57,Hampton,EE. UU.,CA,93711.945,Home Office
3491.0896,Rochester,EE. UU.,CA,91741.195,Consumer
4059.1807,Quincy,EE. UU.,PA,30292.25,Consumer
5599.2744,Stafford,EE. UU.,NV,77876.97,Corporate
11214.784,Caguas,Puerto Rico,PR,725.0,Consumer
1370.2837,Columbus,EE. UU.,IL,77752.67,Home Office
1403.5942,Caguas,Puerto Rico,PR,725.0,Consumer
8313.079,Dallas,EE. UU.,TX,75093.74,Consumer
2821.6316,Bronx,EE. UU.,NY,10453.47,Corporate
307.69156,Saint Charles,EE. UU.,NY,11365.158,Home Office
11737.549,Caguas,Puerto Rico,PR,725.0,Consumer
2409.8464,Caguas,Puerto Rico,PR,725.0,Consumer
646.2587,Chicago,EE. UU.,IL,60628.938,Consumer
191.035,Lancaster,EE. UU.,NV,78037.11,Consumer
7308.8364,Bronx,EE. UU.,NY,10453.317,Consumer
20616.264,San Jose,EE. UU.,NV,78041.59,Home Office
4348.9644,Caguas,Puerto Rico,PR,725.0,Home Office
5707.7285,Elgin,EE. UU.,HI,95673.79,Corporate
8598.344,Bronx,EE. UU.,CA,93598.21,Corporate
8050.826,New Orleans,EE. UU.,AZ,77084.445,Home Office
989.36285,New Orleans,EE. UU.,MI,27479.775,Consumer
11572.138,Caguas,Puerto Rico,PR,725.0,Consumer
2281.5627,Chicago,EE. UU.,IL,60309.49,Consumer
19537.477,Crown Point,EE. UU.,IL,60125.004,Corporate
2670.1536,Caguas,Puerto Rico,PR,725.0,Consumer
9251.067,Beaverton,EE. UU.,GA,75227.8,Corporate
7394.6943,La Mirada,EE. UU.,TX,77070.99,Consumer
4663.83,Hickory,EE. UU.,MN,60427.71,Home Office
6101.1064,Caguas,Puerto Rico,PR,725.0,Corporate
15770.85,New Bedford,EE. UU.,NY,11217.833,Corporate
4669.2856,La Habra,EE. UU.,CA,92556.555,Consumer
4574.8013,Caguas,Puerto Rico,PR,725.0,Consumer
5149.799,Dayton,EE. UU.,MD,30064.484,Consumer
195.57692,West Chester,EE. UU.,TX,79925.26,Corporate
2382.9539,Brooklyn,EE. UU.,NY,12314.472,Consumer
7314.7695,Indio,EE. UU.,TX,76163.06,Consumer
667.43085,Honolulu,EE. UU.,KY,78736.125,Consumer
5748.201,Highland,EE. UU.,FL,33149.19,Consumer
1384.5316,Temecula,EE. UU.,TX,78225.56,Consumer
13163.205,Glen Burnie,EE. UU.,MI,60058.48,Corporate
6848.8096,Compton,EE. UU.,CA,91749.24,Consumer
7772.154,Bronx,EE. UU.,NY,11219.523,Corporate
9275.247,Chicago,EE. UU.,KY,89102.984,Consumer
607.3317,Tustin,EE. UU.,MA,1169.9893,Corporate
8043.545,Caguas,Puerto Rico,PR,725.0,Corporate
8195.349,Valrico,EE. UU.,MI,48223.895,Consumer
8540.326,Caguas,Puerto Rico,PR,725.0,Corporate
7720.6914,Laguna Niguel,EE. UU.,CA,91719.15,Corporate
11277.822,Caguas,Puerto Rico,PR,725.0,Corporate
9172.528,Caguas,Puerto Rico,PR,725.0,Home Office
1333.5508,Taunton,EE. UU.,NC,29720.643,Consumer
8380.685,Denver,EE. UU.,FL,33065.8,Home Office
5012.299,Caguas,Puerto Rico,PR,725.0,Corporate
10786.153,Caguas,Puerto Rico,PR,725.0,Corporate
11242.124,Dallas,EE. UU.,TX,78520.77,Consumer
262.92184,Portland,EE. UU.,TN,33175.59,Corporate
3094.1003,Hendersonville,EE. UU.,CA,95206.93,Consumer
2128.9788,Caguas,Puerto Rico,PR,725.0,Consumer
5407.315,Caguas,Puerto Rico,PR,725.0,Consumer
2850.52,Caguas,Puerto Rico,PR,725.0,Consumer
11186.1,San Diego,EE. UU.,CA,92691.86,Corporate
16710.764,Caguas,Puerto Rico,PR,725.0,Consumer
2865.815,Dallas,EE. UU.,TX,77469.8,Corporate
5293.2886,Troy,EE. UU.,IL,68712.53,Corporate
3717.7214,Columbus,EE. UU.,AZ,85285.805,Consumer
14612.599,Caguas,Puerto Rico,PR,725.0,Consumer
5481.5615,Fontana,EE. UU.,NJ,784.87537,Corporate
11322.985,San Benito,EE. UU.,OH,33312.582,Corporate
9691.201,Caguas,Puerto Rico,PR,725.0,Consumer
3433.748,Caguas,Puerto Rico,PR,725.0,Consumer
2717.8987,Brooklyn,EE. UU.,NY,11235.603,Home Office
7539.9985,Long Beach,EE. UU.,IL,60634.316,Home Office
7344.057,San Antonio,EE. UU.,SC,37560.016,Consumer
5671.315,Modesto,EE. UU.,PA,19133.111,Home Office
1124.4438,Bronx,EE. UU.,NY,10467.498,Corporate
6466.9062,Caguas,Puerto Rico,PR,725.0,Consumer
5543.5674,Caguas,Puerto Rico,PR,725.0,Consumer
10959.755,Chicago,EE. UU.,NY,13742.993,Corporate
6124.54,Dayton,EE. UU.,MI,60504.082,Corporate
8701.973,Meridian,EE. UU.,MI,60107.574,Consumer
9859.443,Caguas,Puerto Rico,PR,725.0,Consumer
3966.4885,Albuquerque,EE. UU.,VA,66471.234,Consumer
10831.547,Caguas,Puerto Rico,PR,725.0,Home Office
4900.8228,Caguas,Puerto Rico,PR,725.0,Corporate
774.1583,Tucson,EE. UU.,NY,19109.354,Home Office
3880.1475,Smyrna,Puerto Rico,PR,975.7984,Home Office
4218.79,Lithonia,EE. UU.,NJ,19145.934,Home Office
5522.761,Sanford,EE. UU.,CA,94540.33,Consumer
9590.2705,New York,EE. UU.,NC,30070.365,Consumer
7012.548,Woonsocket,EE. UU.,TN,60075.754,Corporate
6300.2188,Germantown,EE. UU.,IL,60632.04,Consumer
3806.6794,Caguas,Puerto Rico,PR,725.0,Corporate
11925.673,North Hills,EE. UU.,SC,29437.764,Consumer
1621.6179,Eagle Pass,EE. UU.,DC,91402.03,Consumer
2973.9004,Caguas,Puerto Rico,PR,725.0,Consumer
11774.349,Caguas,Puerto Rico,PR,725.0,Consumer
615.5172,Howell,EE. UU.,PA,18934.037,Consumer
10062.656,Charlotte,EE. UU.,VA,32808.836,Consumer
6960.017,Caguas,Puerto Rico,PR,725.0,Corporate
7026.1646,Caguas,Puerto Rico,PR,725.0,Corporate
8648.395,Caguas,Puerto Rico,PR,725.0,Consumer
6077.3823,Reynoldsburg,EE. UU.,MA,1867.5428,Corporate
3940.47,New Orleans,EE. UU.,MO,21228.479,Consumer
11309.925,Caguas,Puerto Rico,PR,725.0,Consumer
11687.608,Vallejo,EE. UU.,IN,45860.89,Consumer
4497.869,Caguas,Puerto Rico,PR,725.0,Consumer
2200.0842,Caguas,Puerto Rico,PR,725.0,Consumer
1293.4767,Houston,EE. UU.,CA,93263.92,Corporate
4840.0312,Caguas,Puerto Rico,PR,725.0,Consumer
6930.84,Livermore,EE. UU.,CA,93027.26,Consumer
14121.352,Caguas,Puerto Rico,PR,725.0,Consumer
4596.4756,Jacksonville,EE. UU.,MI,49305.78,Home Office
5548.9644,Caguas,Puerto Rico,PR,725.0,Consumer
9018.031,Chesapeake,EE. UU.,NM,77873.53,Consumer
745.6071,Caguas,Puerto Rico,PR,725.0,Consumer
10961.659,Caguas,Puerto Rico,PR,725.0,Home Office
6096.1226,Columbus,EE. UU.,CA,92139.78,Corporate
2739.9014,Las Vegas,EE. UU.,NV,89123.0,Consumer
11304.165,Caguas,Puerto Rico,PR,725.0,Corporate
8076.9185,Caguas,Puerto Rico,PR,725.0,Consumer
3516.5828,Caguas,Puerto Rico,PR,725.0,Corporate
8786.85,Bronx,EE. UU.,NY,11211.703,Consumer
5214.415,Caguas,Puerto Rico,PR,725.0,Consumer
10963.977,Caguas,Puerto Rico,PR,725.0,Consumer
1471.4307,Salem,Puerto Rico,PR,676.4106,Corporate
8163.622,Newark,EE. UU.,CA,92556.42,Consumer
13507.522,Brooklyn,EE. UU.,NY,11233.174,Corporate
6678.3975,Huntington Park,EE. UU.,CA,91766.26,Home Office
2812.026,Los Angeles,EE. UU.,CA,92345.85,Home Office
1545.8649,Grove City,EE. UU.,WA,98507.56,Corporate
11383.095,Tucson,EE. UU.,GA,33161.227,Consumer
9044.178,Caguas,Puerto Rico,PR,725.0,Consumer
4989.032,Mission,EE. UU.,VA,38119.977,Consumer
11885.119,Fort Worth,EE. UU.,IL,60024.086,Home Office
4050.886,Caguas,Puerto Rico,PR,725.0,Consumer
7459.2734,Caguas,Puerto Rico,PR,725.0,Consumer
7812.9126,Clovis,EE. UU.,NV,78228.766,Consumer
9307.135,Caguas,Puerto Rico,PR,725.0,Corporate
515.7969,Woodbridge,EE. UU.,RI,11220.391,Corporate
11427.127,Davis,EE. UU.,OH,44116.91,Corporate
7713.9443,Caguas,Puerto Rico,PR,725.0,Corporate
8961.01,Caguas,Puerto Rico,PR,725.0,Home Office
686.4126,Los Angeles,EE. UU.,CA,90031.77,Corporate
2004.3568,Brooklyn,EE. UU.,VA,19139.033,Home Office
11142.161,Caguas,Puerto Rico,PR,725.0,Consumer
11086.378,Caguas,Puerto Rico,PR,725.0,Consumer
3598.0623,Westerville,EE. UU.,IL,33070.684,Corporate
1596.0671,Parkville,EE. UU.,PA,11603.596,Consumer
3129.4346,Caguas,Puerto Rico,PR,725.0,Corporate
4806.9634,Caguas,Puerto Rico,PR,725.0,Corporate
11103.206,Fresno,EE. UU.,IL,55105.45,Corporate
1514.4373,El Monte,EE. UU.,UT,89108.68,Corporate
5672.081,Caguas,Puerto Rico,PR,725.0,Consumer
5725.3135,Caguas,Puerto Rico,PR,725.0,Consumer
2414.011,Toa Alta,EE. UU.,CA,92553.37,Consumer
9641.994,Caguas,Puerto Rico,PR,725.0,Consumer
3710.1643,Atlanta,EE. UU.,NY,11357.499,Consumer
10691.042,Caguas,Puerto Rico,PR,725.0,Home Office
2716.6965,Caguas,Puerto Rico,PR,725.0,Consumer
3896.001,Stamford,EE. UU.,IL,76617.55,Corporate
4521.0493,New York,EE. UU.,NC,21222.105,Corporate
11768.915,Caguas,Puerto Rico,PR,725.0,Corporate
7178.4434,Newark,EE. UU.,NY,10815.103,Home Office
10786.803,Caguas,Puerto Rico,PR,725.0,Corporate
10575.918,Caguas,Puerto Rico,PR,725.0,Consumer
10735.819,Mcallen,EE. UU.,IL,60437.594,Corporate
12122.6875,Lenoir,EE. UU.,FL,32801.715,Corporate
6304.313,Sun Valley,EE. UU.,CA,94031.555,Corporate
6047.3604,Merced,EE. UU.,CA,92629.88,Consumer
349.6296,Caguas,Puerto Rico,PR,725.0,Corporate
10044.41,Caguas,Puerto Rico,PR,725.0,Consumer
4744.371,Caguas,Puerto Rico,PR,725.0,Consumer
903.866,Guaynabo,EE. UU.,WV,37078.63,Corporate
11163.647,Caguas,Puerto Rico,PR,725.0,Consumer
12050.782,Brooklyn,EE. UU.,HI,97319.78,Corporate
2861.8364,Rowland Heights,EE. UU.,NC,31044.27,Corporate
8578.777,Caguas,Puerto Rico,PR,725.0,Consumer
9999.768,Caguas,Puerto Rico,PR,725.0,Corporate
4512.3906,Caguas,Puerto Rico,PR,725.0,Corporate
2397.6172,Richardson,EE. UU.,SC,60637.637,Consumer
3074.0588,Tulare,EE. UU.,CA,94121.17,Consumer
9823.304,Bronx,EE. UU.,NY,11213.7705,Home Office
699.42645,Caguas,Puerto Rico,PR,725.0,Consumer
2864.5466,Brooklyn,EE. UU.,MI,21057.838,Consumer
5699.6016,Santa Ana,EE. UU.,CA,92024.97,Corporate
10091.456,Caguas,Puerto Rico,PR,725.0,Corporate
9203.782,Diamond Bar,EE. UU.,CA,92699.41,Consumer
4056.7454,Des Plaines,EE. UU.,PA,19651.12,Home Office
9968.895,Caguas,Puerto Rico,PR,725.0,Corporate
2296.6248,Houston,EE. UU.,CA,92517.15,Corporate
4927.779,Caguas,Puerto Rico,PR,725.0,Corporate
1413.9623,Caguas,Puerto Rico,PR,725.0,Corporate
6101.057,Clementon,EE. UU.,FL,38099.605,Consumer
2027.6182,Caguas,Puerto Rico,PR,725.0,Consumer
2091.9275,Miami,EE. UU.,FL,32149.72,Consumer
4388.3228,Caguas,Puerto Rico,PR,725.0,Consumer
8816.775,Princeton,EE. UU.,CA,92210.19,Corporate
2648.3044,Caguas,Puerto Rico,PR,725.0,Corporate
6591.4316,Honolulu,EE. UU.,IL,60623.08,Corporate
9204.102,Tulare,EE. UU.,IN,19691.346,Consumer
5474.038,Redmond,EE. UU.,FL,97281.76,Corporate
6729.854,Caguas,Puerto Rico,PR,725.0,Corporate
3496.772,New Albany,EE. UU.,WI,60628.707,Consumer
7169.064,Del Rio,EE. UU.,NY,11386.87,Consumer
1619.1006,San Benito,EE. UU.,TX,78739.03,Consumer
8388.313,Cypress,EE. UU.,NY,23392.445,Corporate
5735.1094,Caguas,Puerto Rico,PR,725.0,Consumer
961.60834,Columbus,EE. UU.,NY,11205.122,Corporate
6412.974,Union,EE. UU.,CA,91353.28,Home Office
7272.958,Caguas,Puerto Rico,PR,725.0,Corporate
4450.8193,Los Angeles,EE. UU.,CA,91707.85,Consumer
6282.331,Caguas,Puerto Rico,PR,725.0,Corporate
2495.2935,Clearfield,EE. UU.,NY,11206.335,Home Office
3048.254,Caguas,Puerto Rico,PR,725.0,Corporate
1996.83,Caguas,Puerto Rico,PR,725.0,Corporate
9735.19,Caguas,Puerto Rico,PR,725.0,Consumer
10169.043,Caguas,Puerto Rico,PR,725.0,Consumer
10370.93,Chicago,EE. UU.,IL,60637.01,Corporate
130.64186,Caguas,Puerto Rico,PR,725.0,Consumer
6426.79,Campbell,EE. UU.,MI,37050.492,Corporate
11310.458,La Mesa,EE. UU.,FL,33034.895,Corporate
8174.1562,Tampa,EE. UU.,NC,27513.72,Consumer
4811.603,Washington,EE. UU.,CA,95673.45,Corporate
2637.2551,Caguas,Puerto Rico,PR,725.0,Home Office
8605.21,Caguas,Puerto Rico,PR,725.0,Corporate
1628.2952,Caguas,Puerto Rico,PR,725.0,Consumer
10540.808,Caguas,Puerto Rico,PR,725.0,Consumer
9042.387,Caguas,Puerto Rico,PR,725.0,Consumer
3021.9863,Caguas,Puerto Rico,PR,725.0,Consumer
6623.1626,Garden Grove,EE. UU.,CA,92059.77,Corporate
3684.057,Caguas,Puerto Rico,PR,725.0,Consumer
9393.879,Saint Charles,EE. UU.,TX,78218.52,Consumer
5291.1323,San Bernardino,EE. UU.,CA,92211.71,Corporate
18596.053,Caguas,Puerto Rico,PR,725.0,Corporate
6753.6846,Smyrna,EE. UU.,CA,89555.766,Consumer
261.28348,Middletown,EE. UU.,CA,60643.4,Consumer
5516.601,San Juan,EE. UU.,IL,60436.254,Consumer
4224.792,Henderson,EE. UU.,TX,77191.66,Corporate
949.1041,Garden Grove,EE. UU.,TX,79945.33,Corporate
5142.6455,Baltimore,EE. UU.,OH,33608.543,Corporate
4395.4253,Honolulu,EE. UU.,DE,71791.89,Consumer
15113.098,Murfreesboro,EE. UU.,WA,22130.934,Home Office
9851.775,Richardson,EE. UU.,TX,78666.945,Consumer
10792.18,Scottsdale,EE. UU.,ID,30282.96,Corporate
2288.5344,Caguas,Puerto Rico,PR,725.0,Consumer
11349.057,Caguas,Puerto Rico,PR,725.0,Corporate
9816.55,Las Vegas,EE. UU.,CA,90740.49,Home Office
7558.782,Caguas,Puerto Rico,PR,725.0,Home Office
3410.3723,Caguas,Puerto Rico,PR,725.0,Corporate
